פריט,תאור פריט,מספר ספק,שם מספר ספק,מ.63 הובלות באזר,שם מ.63 הובלות באזר
211058,קומקום סאוטר KS1003A כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
211059,מיקסר סאוטר LW2201RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
211060,מיקסר סאוטר LW2201MG אפור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
211061,מיקסר סאוטר LW2201BLK שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
211063,מיקסר סאוטר LW2201IVO שנהב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
211064,מיקסר סאוטר LW2201WH לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
211845,ט.אובן סאוטר KR54 שחור '25ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
211846,ט.אובן סאוטר KR54 לבן '25ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
211847,ט.אובן סאוטר KR54 אפור '25ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
211848,מיקרוגל סאוטר 8A8R שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
211849,מיקרוגל סאוטר 8B5R נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
211850,מיקרוגל סאוטר 8A8R לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
212193,מיקרוגל סאוטר KOR9GKRS נירו',604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
212194,מיקרוגל סאוטר KOR9GLKB שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212318,מיקסר סאוטר LW6819 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212319,מיקסר סאוטר LW6819 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
212320,מיקסר סאוטר LW6819 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212321,מיקסר סאוטר LW6819 שמפניה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212322,מיקסר סאוטר LW6819 שנהב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212323,מיקסר סאוטר LW6819 כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212325,אביזר להכנת פסטה סאוטר,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212326,אביזר לסחיטת מיץ סאוטר,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212327,בלנדר כוס סאוטר GLASS JAR,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212547,מ.מזון סאוטר 6806 שחור א.בר,604061095,אלקטרה בר,,
212548,מ.מזון סאוטר 6806 אפור א.בר,604061095,אלקטרה בר,,
212549,מ.מזון סאוטר 6806 שנהב א.בר,604061095,אלקטרה בר,,
212598,קוצץ ירקות סאוטר VC02 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212960,בלנדר סאוטר 122GR ירוק,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212961,בלנדר סאוטר 122WH לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212962,בלנדר סאוטר 122IV שנהב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212963,בלנדר סאוטר 122BL שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212964,בלנדר סאוטר 122OR כתום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
212965,בלנדר סאוטר 122RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212968,אופה לחם סאוטר 106401,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
212970,בלנדר סאוטר 124IX נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
213252,מיקסר סאוטר 6812 אדום,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213253,מיקסר סאוטר 6812 שחור,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213254,מיקסר סאוטר 6812 כסף,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213255,מיקסר סאוטר 6812 בז',604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213256,מיקסר סאוטר 6812 לבן,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213257,מיקסר סאוטר 6819 אדום,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213258,מיקסר סאוטר 6819 שחור,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213259,מיקסר סאוטר 6819 לבן,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213260,מיקסר סאוטר 6819 שנהב,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213261,מיקסר סאוטר 6819 כסף,604060055,"trn - אלקטרה מוצרי צריכה (1951) בע"" מ -סאוטר",,
213262,מיקסר סאוטר 6819 שמפניה,604065015,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ  מסכים פילפס",,
213270,מיקרוגל סאוטר KOR-6L7W לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213271,מיקרוגל סאוטר KOR-6L7B שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213272,מיקרוגל סאוטר EM823ARR-B שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213273,מיקרוגל סאוטר EM823ARR-S כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213274,מיקרוגל סאוטר EM823ARR-W לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213341,אביזר מ.מזון סאוטר LW6819,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213663,מצנם סאוטר 65161 צהוב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213664,פלטה חשמלית סאוטר DF-608B,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
213665,מצנם סאוטר 65161 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213666,מצנם סאוטר 65161 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213667,מצנם סאוטר 65161 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213668,מצנם סאוטר 65161 כתום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
213669,מצנם סאוטר 65161 קרם,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214394,מיקרוגל סאוטר KOC9Q5T נירו' 28,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
214395,מיקרוגל סאוטר KQG1NBL שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214396,מיקרוגל סאוטר KQG1NIX נירו',604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214397,מסחטת מיץ סאוטר LW9808B לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214398,מסחטת מיץ סאוטר LW9808B אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
214399,מסחטת מיץ סאוטר LW9808B שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214400,מסחטת מיץ סאוטר LW9808B שמנת,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214401,מסחטת מיץ סאוטר LW9815 נירו',604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
214402,בלנדר מוט סאוטר LW3383 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214403,בלנדר מוט סאוטר LW3383 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214404,בלנדר מוט סאוטר LW3383 צהוב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214405,בלנדר מוט סאוטר LW3383 קרם,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214406,בלנדר מוט סאוטר LW3383 כתום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214407,בלנדר מוט סאוטר LW3383 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214437,דיסק קוביות למ.מזון 6806סאוטר,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214494,מטחנת בשר סאוטר LW6128 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214970,מטחנת בשר סאוטר LW6128RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
214971,מטחנת בשר סאוטר LW6128BL שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
214972,קומקום אדוםKS1006MRDסאוטר מטא,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214973,קומקום כחולKS1006MBLסאוטר מטא,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
214974,קומקום סגולKS1006MPRסאוטר מט',604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215945,סיר קדרה סאוטר 20/10 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215946,סיר קדרה סאוטר 24/13 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215947,מחבת טיגון סאוטר 20/4 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215948,מחבת טיגון סאוטר 28/5 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215949,מחבת צליה סאוטר 26 GP שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215950,סיר קדרה סאוטר 20/10 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215951,סיר קדרה סאוטר 24/13 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215952,מחבת טיגון סאוטר 20/4 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215953,מחבת טיגוןסאוטר 28/5 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
215954,מחבת צליה סאוטר 26 GP אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216006,קומקום סאוטר 1011 נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216007,קומקום סאוטר 1011 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216008,קומקום סאוטר 1011 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216009,קומקום סאוטר 1011 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216010,קומקום סאוטר 1011 שנהב,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216135,מיקרוגל לבןKOR9GPBW'סאוטר26ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
216136,מיקרוגל שחורKOR9GPBB'סאוטר26ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
216279,מיקרוגל סאוטר KOC8 מראה '24ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
216280,מיקרוגל סאוטר KOC8 שחור '24ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
216636,בלנדר סאוטר BL0101 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216637,בלנדר סאוטר BL0101 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216638,בלנדר סאוטר BL0101 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216639,קומקום סאוטר KE0101 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216640,קומקום סאוטר KE0101 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216641,קומקום סאוטר KE0101 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
216642,מצנם סאוטר TR0101 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
216643,מצנם סאוטר TR0101 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
216644,מצנם סאוטר TR0101 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
217195,מיקסר LW-6825 SAUTER אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
217196,מיקסר LW-6825 SAUTER אפור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
217197,מיקסר LW-6826 SAUTER אדום ,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
217446,לא פעיל (ביטול מקט בלנדר 0101),604060055,"trn - אלקטרה מוצרי צריכה (1951) בע"" מ -סאוטר",,
217524,106501 לא פעיל להקיש 212968,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
217930,סט מחבת+סיר סאוטר מבצע סאוטר ,604060055,"trn - אלקטרה מוצרי צריכה (1951) בע"" מ -סאוטר",,
218314,מיקסר סאוטר LW6819 נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
218315,טוסטר אובן סאוטר DN26M נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
221887,מיקסר סאוטר LW6825 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
223082,מיקסר סאוטר LW6820 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223083,מיקסר סאוטר LW6820 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223084,מיקסר סאוטר LW6820 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223515,מיקסר LW6826W לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223865,מיקרוגל סאוטר KOR1N3W לבן 31ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
223866,מיקרוגל סאוטר KOR1N3B שחור 31,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223991,קומקום סאוטר KE0201BL שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223992,קומקום סאוטר KE0201WH לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
223993,קומקום סאוטר KE0301RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223994,קומקום סאוטר RE0301IV שמנת,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223995,טוסטר קופץ סאוטר אדוםTR0301RD,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223996,טוסטר קופץ סאוטר TR030IV קרם,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223997,ט.אובן סאוטר כסוףDNT351GR'35ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
223998,ט.אובן סאוטר DNT351WH'35ל לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
225525,קומקום סאוטר WK17828S נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
225527,קומקום WK17828WH לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
225528,קומקום WK17828RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
225529,קומקום נירוסטWK17828S-Dדיגיטלי,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
225530,קומקום לבןWK17828WH-Dדיגיטלי,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
225531,קומקום אדוםWK17828RD-Dדיגיטלי,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
226378,קומקום סאוטר 17828 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
226398,בלנדר מוט סאוטר HBO101 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
227322,מערבל יד סאוטר HM0101,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
227324,מוט בלנדר כולל מעבד וקוביות סאוטר LW3352,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
227326,טוסטר אובן  סאוטר 28 ליטר DN28EBL,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
227911,מיקסר סאוטר LW6828WH,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
227913,מיקרוגל סאוטר KOC8HBFB,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
229261,טוסטר אובן סאוטר 35 ל' TO335 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229829,מיקרו 25 ל' סאוטר נירוסטה +גריל MW770,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229830,מיקרו 20 ל' סאוטר מכני MW387,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229831,מעבד מזון +בלנדר סאוטר אדום FP635R,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229832,מעבד מזון +בלנדר סאוטר נירוסטה FP635S,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230086,מיקרוגל דיגיטלי סאוטר 20'ל לבן MW440W,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230087,מיקרוגל דיגיטלי סאוטר 20'ל כסוף MW440S,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230088,מיקרוגל מכני סאוטר 23'ל כסוף MW560S,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230298,מיקרוגל סאוטר MW385S מכני 20ליטר כסף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230544,מסחטת פירות קשים סאוטר JE927R אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230545,מסחטת פירות קשים סאוטר JE927B ,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230546,מטחנת בשר סאוטר MG555,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
230547,מטחנת בשר סאוטר MG975,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230760,פלטה יחיד סאוטר HP399 נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230761,פלטה זוגית סאוטר HP544 נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230762,פלטה זוגית נירוסטה קרמי סאוטר CHP888,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231028,מיקרוגל דיגיטלי סאוטר 20'ל שחור MW440B,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231029,מיקרוגל 23 ל' סאוטר  כסוף MW577S,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231046,מיקרוגל סאוטר 23'ל מכני שחור MW560B,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231130,ט.אובן סאוטר T0223W לבן ,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231131,ט.אובן סאוטר T0223B שחור ,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231458,מיקסר סאוטר KM787R  אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231459,מיקסר סאוטר KM787W לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231460,מיקסר סאוטר KM787B שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231461,מוט בלנדר HB609Rסאוטר  נירוסטה אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231462,מוט בלנדר סאוטר HB609B נירוסטה  שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231463,מוט בלנדר סאוטר HB609W נירוסטה לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231752,פלאנצ'ה סאוטר TG628,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231865,מיקסר+מ. בשר סאוטר LW6890,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232013,מסחטת פירות קשים סאוטר JE444,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232016,בלנדר סאוטר PRO100,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232017,מיקסר סאוטר KM558 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232018,מוט בלנדר+חלקים סאוטר HB718 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232019,מוט בלנדר+חלקים סאוטר HB718 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232020,קומקום סאוטר WK332 קרם,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232021,קומקום סאוטר WK332 כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232022,קומקום סאוטר WK332 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232058,מיקסר סאוטר 4 ליטר KM450 כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232181,מסחטת מיץ סאוטר SJE120,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232313,מיקרוגל 23 ל' סאוטר  לבן MW577W,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232333,מעבד מזון+ בלנדר סאוטר FP443 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232334,מעבד מזון+ בלנדר סאוטר FP443 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232335,אביזר קוביות סאוטר DC35 (למעבד מזון 443/ 635),604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232388,מסחטת רימונים והדרים סאוטר S1000,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
709443,מיקסר סאוטר 6810 אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
709446,מיקסר סאוטר 6810 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
709451,מיקסר סאוטר 6812 כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
711059,מיקסר סאוטר LW2201RD אדום,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712193,מיקרוגל סאוטר KOR9GKRS נירו',604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712194,מיקרוגל סאוטר KOR9GLKB שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712319,מיקסר סאוטר LW6819 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712320,מיקסר סאוטר LW6819 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712321,מיקסר סאוטר LW6819 שמפניה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
712323,עודפים מיקסר סאוטר LW6819 כסוף,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
712970,בלנדר סאוטר 124IX נירוסטה,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
